2020-05-19 21:14:18 UTC | CORE | INFO | (cmd/agent/app/run.go:179 in StartAgent) | Starting Datadog Agent v7.19.2
2020-05-19 21:14:22 UTC | CORE | INFO | (pkg/metadata/host/host.go:164 in getNetworkMeta) | could not get network metadata: could not detect network ID
2020-05-19 21:14:22 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 3887/1687 bytes.
2020-05-19 21:14:22 UTC | CORE | INFO | (pkg/forwarder/transaction.go:258 in internalProcess) | Successfully posted payload to "https://7-19-2-app.agent.datadoghq.com/intake/?api_key=*************************cec0d", the agent will only log transaction success every 500 transactions
2020-05-19 21:14:24 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check uptime
2020-05-19 21:14:24 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check uptime
2020-05-19 21:14:25 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check memory
2020-05-19 21:14:25 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check memory
2020-05-19 21:14:26 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check ntp
2020-05-19 21:14:26 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check io
2020-05-19 21:14:26 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check io
2020-05-19 21:14:27 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check disk
2020-05-19 21:14:27 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check disk
2020-05-19 21:14:32 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check network
2020-05-19 21:14:32 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check network
2020-05-19 21:14:33 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check load
2020-05-19 21:14:33 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check load
2020-05-19 21:14:34 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check file_handle
2020-05-19 21:14:34 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check file_handle
2020-05-19 21:14:35 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check cpu
2020-05-19 21:14:35 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check cpu
2020-05-19 21:14:39 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check uptime
2020-05-19 21:14:39 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check uptime
2020-05-19 21:14:40 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check memory
2020-05-19 21:14:40 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check memory
2020-05-19 21:14:41 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check io
2020-05-19 21:14:41 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check io
2020-05-19 21:14:42 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check disk
2020-05-19 21:14:42 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check disk
2020-05-19 21:14:47 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check network
2020-05-19 21:14:47 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check network
2020-05-19 21:14:48 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check load
2020-05-19 21:14:48 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check load
2020-05-19 21:14:49 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check file_handle
2020-05-19 21:14:49 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check file_handle
2020-05-19 21:14:50 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check cpu
2020-05-19 21:14:50 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check cpu
2020-05-19 21:14:54 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check uptime
2020-05-19 21:14:54 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check uptime
2020-05-19 21:14:55 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check memory
2020-05-19 21:14:55 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check memory
2020-05-19 21:14:56 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check io
2020-05-19 21:14:56 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check io
2020-05-19 21:14:57 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check disk
2020-05-19 21:14:57 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check disk
2020-05-19 21:15:02 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check network
2020-05-19 21:15:02 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check network
2020-05-19 21:15:03 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check load
2020-05-19 21:15:03 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check load
2020-05-19 21:15:04 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check file_handle
2020-05-19 21:15:04 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check file_handle
2020-05-19 21:15:05 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check cpu
2020-05-19 21:15:05 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check cpu
2020-05-19 21:15:09 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check uptime
2020-05-19 21:15:09 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check uptime
2020-05-19 21:15:10 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check memory
2020-05-19 21:15:10 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check memory
2020-05-19 21:15:11 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check io
2020-05-19 21:15:11 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check io
2020-05-19 21:15:12 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check disk
2020-05-19 21:15:12 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check disk
2020-05-19 21:15:17 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check network
2020-05-19 21:15:17 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check network
2020-05-19 21:15:18 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check load
2020-05-19 21:15:18 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check load
2020-05-19 21:15:19 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check file_handle
2020-05-19 21:15:19 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check file_handle
2020-05-19 21:15:20 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check cpu
2020-05-19 21:15:20 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check cpu
2020-05-19 21:15:24 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check uptime
2020-05-19 21:15:24 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check uptime
2020-05-19 21:15:25 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check memory
2020-05-19 21:15:25 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check memory
2020-05-19 21:15:26 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check io
2020-05-19 21:15:26 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check io
2020-05-19 21:15:27 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check disk
2020-05-19 21:15:27 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check disk
2020-05-19 21:15:32 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check network
2020-05-19 21:15:32 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check network
2020-05-19 21:15:33 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check load
2020-05-19 21:15:33 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check load
2020-05-19 21:15:34 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check file_handle
2020-05-19 21:15:34 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check file_handle
2020-05-19 21:15:35 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check cpu
2020-05-19 21:15:35 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check cpu, next runs will be logged every 500 runs
2020-05-19 21:15:39 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check uptime
2020-05-19 21:15:39 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check uptime, next runs will be logged every 500 runs
2020-05-19 21:15:40 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check memory
2020-05-19 21:15:40 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check memory, next runs will be logged every 500 runs
2020-05-19 21:15:41 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check io
2020-05-19 21:15:41 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check io, next runs will be logged every 500 runs
2020-05-19 21:15:42 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check disk
2020-05-19 21:15:42 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check disk, next runs will be logged every 500 runs
2020-05-19 21:15:47 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check network
2020-05-19 21:15:47 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check network, next runs will be logged every 500 runs
2020-05-19 21:15:48 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check load
2020-05-19 21:15:48 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check load, next runs will be logged every 500 runs
2020-05-19 21:15:49 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check file_handle
2020-05-19 21:15:49 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check file_handle, next runs will be logged every 500 runs
2020-05-19 21:15:56 UTC | CORE | INFO | (cmd/agent/api/agent/agent.go:138 in getStatus) | Got a request for the status. Making status.
2020-05-19 21:18:05 UTC | CORE | INFO | (cmd/agent/app/run.go:104 in func2) | Received signal 'terminated', shutting down...
2020-05-19 21:18:05 UTC | CORE | INFO | (pkg/collector/runner/runner.go:149 in Stop) | Runner is shutting down...
2020-05-19 21:18:05 UTC | CORE | INFO | (pkg/collector/python/subprocesses.go:48 in TerminateRunningProcesses) | Canceling all running python subprocesses
2020-05-19 21:18:05 UTC | CORE | INFO | (pkg/forwarder/forwarder.go:243 in Stop) | stopping the Forwarder
2020-05-19 21:18:05 UTC | CORE | INFO | (pkg/aggregator/aggregator.go:639 in run) | Stopping aggregator
2020-05-19 21:18:06 UTC | CORE | INFO | (pkg/forwarder/domain_forwarder.go:200 in Stop) | domainForwarder stopped
2020-05-19 21:18:06 UTC | CORE | INFO | (pkg/logs/logs.go:110 in Stop) | Stopping logs-agent
2020-05-19 21:18:06 UTC | CORE | INFO | (pkg/logs/logs.go:123 in Stop) | logs-agent stopped
2020-05-19 21:18:06 UTC | CORE | INFO | (cmd/agent/app/run.go:338 in StopAgent) | See ya!
2020-05-19 21:19:28 UTC | CORE | INFO | (cmd/agent/app/run.go:179 in StartAgent) | Starting Datadog Agent v7.19.2
2020-05-19 21:19:28 UTC | CORE | INFO | (cmd/agent/app/run.go:203 in StartAgent) | pid '1141' written to pid file '/opt/datadog-agent/run/agent.pid'
2020-05-19 21:19:28 UTC | CORE | INFO | (cmd/agent/app/run.go:210 in StartAgent) | Hostname is: ubuntu-xenial
2020-05-19 21:19:29 UTC | CORE | INFO | (cmd/agent/app/run.go:237 in StartAgent) | GUI server port -1 specified: not starting the GUI.
2020-05-19 21:19:29 UTC | CORE | INFO | (pkg/forwarder/forwarder.go:231 in Start) | Forwarder started, sending to 1 endpoint(s) with 1 worker(s) each: "https://7-19-2-app.agent.datadoghq.com" (1 api key(s))
2020-05-19 21:19:29 UTC | CORE | INFO | (cmd/agent/app/run.go:277 in StartAgent) | logs-agent disabled
2020-05-19 21:19:29 UTC | CORE | INFO | (pkg/dogstatsd/listeners/udp.go:97 in Listen) | dogstatsd-udp: starting to listen on 127.0.0.1:8125
2020-05-19 21:19:29 UTC | CORE | INFO | (pkg/collector/runner/runner.go:92 in NewRunner) | Runner started with 4 workers.
2020-05-19 21:19:29 UTC | CORE | INFO | (pkg/collector/python/init.go:303 in Initialize) | Initializing rtloader with python3 /opt/datadog-agent/embedded
2020-05-19 21:19:29 UTC | CORE | INFO | (pkg/collector/python/datadog_agent.go:120 in LogMessage) | - | (ddyaml.py:123) | monkey patching yaml.load...
2020-05-19 21:19:29 UTC | CORE | INFO | (pkg/collector/python/datadog_agent.go:120 in LogMessage) | - | (ddyaml.py:127) | monkey patching yaml.load_all...
2020-05-19 21:19:29 UTC | CORE | INFO | (pkg/collector/python/datadog_agent.go:120 in LogMessage) | - | (ddyaml.py:131) | monkey patching yaml.dump_all... (affects all yaml dump operations)
2020-05-19 21:19:29 UTC | CORE | INFO | (pkg/collector/collector.go:57 in NewCollector) | Embedding Python 3.8.1 (default, May 11 2020, 16:02:59) [GCC 4.7.2]
2020-05-19 21:19:29 UTC | CORE | INFO | (pkg/autodiscovery/providers/file.go:74 in Collect) | file: searching for configuration files at: /etc/datadog-agent/conf.d
2020-05-19 21:19:29 UTC | CORE | INFO | (pkg/autodiscovery/providers/file.go:74 in Collect) | file: searching for configuration files at: /opt/datadog-agent/bin/agent/dist/conf.d
2020-05-19 21:19:29 UTC | CORE | WARN | (pkg/autodiscovery/providers/file.go:78 in Collect) | Skipping, open /opt/datadog-agent/bin/agent/dist/conf.d: no such file or directory
2020-05-19 21:19:29 UTC | CORE | INFO | (pkg/autodiscovery/providers/file.go:74 in Collect) | file: searching for configuration files at: 
2020-05-19 21:19:29 UTC | CORE | WARN | (pkg/autodiscovery/providers/file.go:78 in Collect) | Skipping, open : no such file or directory
2020-05-19 21:19:29 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:83 in Enter) | Scheduling check cpu with an interval of 15s
2020-05-19 21:19:29 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:83 in Enter) | Scheduling check disk with an interval of 15s
2020-05-19 21:19:29 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:83 in Enter) | Scheduling check file_handle with an interval of 15s
2020-05-19 21:19:29 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:83 in Enter) | Scheduling check io with an interval of 15s
2020-05-19 21:19:29 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:83 in Enter) | Scheduling check load with an interval of 15s
2020-05-19 21:19:29 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:83 in Enter) | Scheduling check memory with an interval of 15s
2020-05-19 21:19:29 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:83 in Enter) | Scheduling check network with an interval of 15s
2020-05-19 21:19:29 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:83 in Enter) | Scheduling check ntp with an interval of 15m0s
2020-05-19 21:19:29 UTC | CORE | INFO | (pkg/collector/scheduler/scheduler.go:83 in Enter) | Scheduling check uptime with an interval of 15s
2020-05-19 21:19:30 UTC | CORE | INFO | (pkg/util/cloudprovider.go:45 in DetectCloudProvider) | No cloud provider detected
2020-05-19 21:19:30 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check ntp
2020-05-19 21:19:30 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check cpu
2020-05-19 21:19:30 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check cpu
2020-05-19 21:19:32 UTC | CORE | INFO | (pkg/metadata/host/host.go:164 in getNetworkMeta) | could not get network metadata: could not detect network ID
2020-05-19 21:19:32 UTC | CORE | INFO | (pkg/serializer/serializer.go:346 in SendMetadata) | Sent metadata payload, size (raw/compressed): 3624/1616 bytes.
2020-05-19 21:19:32 UTC | CORE | INFO | (pkg/forwarder/transaction.go:258 in internalProcess) | Successfully posted payload to "https://7-19-2-app.agent.datadoghq.com/intake/?api_key=*************************cec0d", the agent will only log transaction success every 500 transactions
2020-05-19 21:19:34 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check uptime
2020-05-19 21:19:34 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check uptime
2020-05-19 21:19:35 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check memory
2020-05-19 21:19:35 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check memory
2020-05-19 21:19:36 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check io
2020-05-19 21:19:36 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check io
2020-05-19 21:19:37 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check disk
2020-05-19 21:19:37 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check disk
2020-05-19 21:19:42 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check network
2020-05-19 21:19:42 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check network
2020-05-19 21:19:43 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check load
2020-05-19 21:19:43 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check load
2020-05-19 21:19:44 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check file_handle
2020-05-19 21:19:44 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check file_handle
2020-05-19 21:19:45 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check cpu
2020-05-19 21:19:45 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check cpu
2020-05-19 21:19:46 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check ntp
2020-05-19 21:19:46 UTC | CORE | INFO | (cmd/agent/api/agent/agent.go:138 in getStatus) | Got a request for the status. Making status.
2020-05-19 21:19:49 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check uptime
2020-05-19 21:19:49 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check uptime
2020-05-19 21:19:50 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check memory
2020-05-19 21:19:50 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check memory
2020-05-19 21:19:51 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check io
2020-05-19 21:19:51 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check io
2020-05-19 21:19:52 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check disk
2020-05-19 21:19:52 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check disk
2020-05-19 21:19:57 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check network
2020-05-19 21:19:57 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check network
2020-05-19 21:19:58 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check load
2020-05-19 21:19:58 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check load
2020-05-19 21:19:59 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check file_handle
2020-05-19 21:19:59 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check file_handle
2020-05-19 21:20:00 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check cpu
2020-05-19 21:20:00 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check cpu
2020-05-19 21:20:04 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check uptime
2020-05-19 21:20:04 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check uptime
2020-05-19 21:20:05 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check memory
2020-05-19 21:20:05 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check memory
2020-05-19 21:20:06 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check io
2020-05-19 21:20:06 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check io
2020-05-19 21:20:07 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check disk
2020-05-19 21:20:07 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check disk
2020-05-19 21:20:12 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check network
2020-05-19 21:20:12 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check network
2020-05-19 21:20:13 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check load
2020-05-19 21:20:13 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check load
2020-05-19 21:20:14 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check file_handle
2020-05-19 21:20:14 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check file_handle
2020-05-19 21:20:15 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check cpu
2020-05-19 21:20:15 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check cpu
2020-05-19 21:20:19 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check uptime
2020-05-19 21:20:19 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check uptime
2020-05-19 21:20:20 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check memory
2020-05-19 21:20:20 UTC | CORE | INFO | (pkg/collector/runner/runner.go:327 in work) | Done running check memory
2020-05-19 21:20:21 UTC | CORE | INFO | (pkg/collector/runner/runner.go:261 in work) | Running check io
